RID,Title,Org_Acronym,Org_Name,Org_ID,Spec_References
29 CFR 1926.59,Hazard Communication,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""02 82 00"": [""1.1"", ""1.3.9"", ""2.1""], ""02 83 00"": [""1.1"", ""1.5.2.7""], ""02 85 00"": [""1.1"", ""2.2""], ""09 67 23.15"": [""1.1"", ""1.3.6.1"", ""1.3.6.2"", ""1.3.6.3""], ""09 67 23.16"": [""1.1"", ""1.3.6.1"", ""1.3.6.2"", ""1.3.6.3""], ""09 97 13.16"": [""1.1"", ""1.5.1"", ""1.5.2""], ""09 97 13.17"": [""1.1"", ""1.5.1"", ""1.5.2""], ""09 97 13.25"": [""1.1"", ""1.11.2""], ""09 97 13.27"": [""1.1"", ""1.5.1"", ""1.5.2""], ""31 21 13"": [""1.2"", ""1.7.1""], ""33 52 80"": [""1.1"", ""1.6.1""]}"
29 CFR 1926.62,Lead,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""02 83 00"": [""1.1"", ""1.2.12"", ""1.2.19"", ""1.2.21"", ""1.5.1.1"", ""1.5.1.2"", ""1.5.2.3"", ""1.5.2.4"", ""1.5.2.5"", ""1.5.2.6"", ""1.5.2.9"", ""1.6.1"", ""1.6.2"", ""3.1.1.2"", ""3.1.1.5"", ""3.1.1.7"", ""3.1.1.9"", ""3.3.1"", ""3.4.1.1"", ""3.5.1.1"", ""3.5.2""], ""02 85 00"": [""1.1"", ""1.4.1.2"", ""3.2.1""], ""09 90 00"": [""1.2"", ""1.8.1""], ""09 97 02"": [""1.2"", ""1.3.1.7"", ""1.3.2.2""], ""09 97 13.25"": [""1.1"", ""1.8""]}"
29 CFR 1926.65,Hazardous Waste Operations and Emergency Response,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 35 29.13"": [""1.1"", ""1.4.2"", ""1.5.2.1"", ""1.5.4"", ""1.6"", ""2.1"", ""3.3.1"", ""3.4""], ""02 83 00"": [""1.1"", ""1.5.2.8""]}"
29 CFR 1926.651,Specific Excavation Requirements,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""31 63 29"": [""1.2"", ""3.1""]}"
29 CFR 1926.652,"Safety and Health Regulations for Construction; Subpart P, Excavations; Requirements for Protective Systems",NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""33 05 07.13"": [""1.1"", ""3.2.2""]}"
29 CFR 1926.756,Steel Erection; Beams and Columns,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""05 21 00"": [""1.1"", ""3.1""]}"
29 CFR 1926.757,Steel Erection; Open Web Steel Joists,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""05 21 00"": [""1.1"", ""1.3.2"", ""3.1""]}"
"29 CFR Part 1926, Subpart R",Steel Erection,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""05 12 00"": [""1.1"", ""3.1""]}"
30 CFR 1,Mine Safety and Health Administration; Establishment and Use of Official Emblem,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""23 50 52.00 10"": [""1.1"", ""2.24.6""], ""23 52 30.01 10"": [""1.1"", ""2.30.6""]}"
30 CFR 72,Health Standards for Coal Mines,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""46 31 11"": [""1.1"", ""1.3.1""]}"
327 IAC 15-5,"Indiana Administrative Code, Volume 6, Title 327, Article 15, Section 5. Storm Water Run-off Associated with Construction Activity",IDEM,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,ORG152,"{""01 57 19"": [""1.1"", ""1.7.5""]}"
327 IAC 15-5-6,"Indiana Administrative Code, Volume 6, Title 327, Article 15, Section 5-6. Submittal of an NOI Letter and Construction Plans",IDEM,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,ORG152,"{""01 57 19"": [""1.1"", ""1.7.5""]}"
327 IAC 15-5-6.5,"Indiana Administrative Code, Volume 6, Title 327, Article 15, Section 5-6.5. Requirements for Construction Plans",IDEM,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,ORG152,"{""01 57 19"": [""1.1"", ""1.7.5""]}"
327 IAC 15-5-7,"Indiana Administrative Code, Volume 6, Title 327, Article 15, Section 5-7. General Requirements for Storm Water Quality Control",IDEM,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,ORG152,"{""01 57 19"": [""1.1"", ""1.7.5""]}"
327 IAC 2-6.1,"Indiana Administrative Code, Volume 6, Title 327, Article 2, Rule 6.1. Spills; Reporting, Containment, and Response",IDEM,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,ORG152,"{""01 57 19"": [""1.1"", ""1.7.5""]}"
33 USC 1251,Clean Water Act,USC,U.S. Code,ORG282,"{""31 23 01"": [""1.3"", ""3.2.11.8""]}"
33 USC 1401,"Marine Protection, Research and Sanctuaries Act",USC,U.S. Code,ORG282,"{""31 23 01"": [""1.3"", ""3.2.11.5""]}"
35 IAC 900-901,"Title 35 of Illinois Administrative Code, Subtitle H: Noise, Chapter I: Pollution Control Board",IEPA,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,ORG155,"{""01 57 19"": [""1.1"", ""3.19""]}"
36 CFR 1191,Americans with Disabilities Act (ADA) Accessibility Guidelines for Buildings and Facilities; Architectural Barriers Act (ABA) Accessibility Guidelines,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""08 34 73"": [""1.1"", ""1.3.1.1"", ""1.3.1.4""], ""08 71 00"": [""1.1"", ""1.4""], ""09 30 10"": [""1.1"", ""2.6.1""], ""09 69 13"": [""1.1"", ""2.5.2"", ""2.6""], ""09 69 19"": [""1.1"", ""2.5.2"", ""2.6""], ""10 14 00.20"": [""1.1"", ""2.1.3.1"", ""2.1.7"", ""2.2.3"", ""2.3"", ""3.2""], ""10 21 13"": [""1.1"", ""2.2.10.1"", ""2.8""], ""10 51 13"": [""1.1"", ""2.1""], ""12 48 13"": [""1.1"", ""1.4""], ""12 50 00.13 10"": [""1.1"", ""1.5.4""], ""12 59 00"": [""1.1"", ""2.2.1""], ""14 21 13"": [""1.1"", ""2.1""], ""14 21 23"": [""1.1"", ""2.1""], ""14 24 13"": [""1.1"", ""2.1""], ""14 24 23"": [""1.1"", ""2.1""], ""27 41 00"": [""1.1"", ""3.3""]}"
40 CFR 112,Oil Pollution Prevention,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.15"", ""3.15.2""]}"
40 CFR 117,Determination of Reportable Quantities for Hazardous Substances,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""09 97 02"": [""1.2"", ""1.3.3.6""]}"
40 CFR 122,EPA Administered Permit Programs:  The National Pollutant Discharge Elimination System,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""09 97 02"": [""1.2"", ""1.3.3.6""]}"
40 CFR 122.26,"Storm Water Discharges (Applicable to State NPDES Programs, see section 123.25)",NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.2.1"", ""3.2.1.1""]}"
40 CFR 141.74,(2019) National Primary Drinking Water Regulations,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""22 00 70"": [""1.1"", ""2.23""]}"
40 CFR 141.80,National Primary Drinking Water Regulations; Control of Lead and Copper; General Requirements,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""22 00 00"": [""1.1"", ""3.9.3.2""]}"
40 CFR 143,National Secondary Drinking Water Regulations,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""22 00 70"": [""1.1"", ""3.3.10.3""]}"
40 CFR 152,Pesticide Registration and Classification Procedures,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.17.2""]}"
40 CFR 152 - 186,Pesticide Programs,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.17""]}"
40 CFR 241,Guidelines for Disposal of Solid Waste,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.7.2.2""]}"
40 CFR 243,"Guidelines for the Storage and Collection of Residential, Commercial, and Institutional Solid Waste",NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.7.2.2""]}"
40 CFR 247,Comprehensive Procurement Guideline for Products Containing Recovered Materials,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 33 29"": [""1.1"", ""1.6.19""], ""02 42 51"": [""1.1"", ""1.4.4""], ""03 30 53"": [""1.3"", ""2.2.1""]}"
40 CFR 258,Subtitle D Landfill Requirements,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.7.2.2""]}"
40 CFR 260,Hazardous Waste Management System:  General,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.14"", ""3.22.2.5.2"", ""3.7.2.2"", ""3.7.3.3.1.1"", ""3.7.3.5""], ""02 83 00"": [""1.1"", ""3.5.2""], ""02 84 16"": [""1.1"", ""1.4.3""], ""09 97 13.25"": [""1.1"", ""3.8.7""], ""33 01 50.55"": [""1.1"", ""1.5.4"", ""3.2.2"", ""3.2.5"", ""3.7.10"", ""3.7.4"", ""3.7.5"", ""3.7.6.1""]}"
40 CFR 261,Identification and Listing of Hazardous Waste,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.2.20.5"", ""1.2.6"", ""1.2.7"", ""1.2.8"", ""1.5.1.1.1"", ""3.22.2.5.2"", ""3.22.2.5.3"", ""3.22.2.5.3.1"", ""3.7.1.1.2"", ""3.7.3.1"", ""3.8""], ""02 42 91"": [""1.1"", ""3.5""], ""02 65 00"": [""1.2"", ""3.2.3""], ""02 81 00"": [""1.1"", ""1.2.2"", ""3.2"", ""3.2.1"", ""3.4.3.3""], ""02 83 00"": [""1.1"", ""3.4.1.3"", ""3.5.2""], ""02 84 16"": [""1.1"", ""1.4.1"", ""1.4.3""], ""09 97 02"": [""1.2"", ""1.3.3.1"", ""1.3.3.7""], ""09 97 13.25"": [""1.1"", ""3.8.7""], ""33 01 50.55"": [""1.1"", ""3.2.2"", ""3.2.5"", ""3.7.10"", ""3.7.4"", ""3.7.5"", ""3.7.6.1""]}"
40 CFR 261.7,Residues of Hazardous Waste in Empty Containers,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.2.20.6"", ""1.5.1.1.1""]}"
40 CFR 262,Standards Applicable to Generators of Hazardous Waste,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.5.2.3.1"", ""3.22.2.5.2"", ""3.22.2.5.3"", ""3.22.2.5.3.1"", ""3.7.3.1"", ""3.7.3.2"", ""3.7.3.3.1.4""], ""02 65 00"": [""1.2"", ""1.5.6"", ""3.12.5""], ""02 81 00"": [""1.1"", ""2.1.1"", ""2.1.2"", ""3.2"", ""3.3.4""], ""02 83 00"": [""1.1"", ""3.5.2"", ""3.5.2.1""], ""02 84 16"": [""1.1"", ""1.4.3"", ""3.1.1""], ""09 97 02"": [""1.2"", ""1.3.3.1""], ""09 97 13.25"": [""1.1"", ""3.8.7""], ""33 01 50.55"": [""1.1"", ""3.2.2"", ""3.2.5"", ""3.7.10"", ""3.7.4"", ""3.7.5"", ""3.7.6.1""]}"
40 CFR 262.11,Hazardous Waste Determination and Recordkeeping,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.7.1""]}"
40 CFR 262.22,Number of Copies,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""09 97 02"": [""1.2"", ""1.3.3.1""]}"
40 CFR 262.34,Standards Applicable to Generators of Hazardous Waste-Accumulation Time,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.5.1.1.5.3.1"", ""1.5.1.1.5.4.1""]}"
40 CFR 263,Standards Applicable to Transporters of Hazardous Waste,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.5.2.3.1"", ""3.22.2.5.2"", ""3.7.3.1""], ""02 81 00"": [""1.1"", ""3.3.4""], ""02 83 00"": [""1.1"", ""3.5.2""], ""02 84 16"": [""1.1"", ""1.4.3"", ""3.1.1"", ""3.5.1"", ""3.5.2"", ""3.5.3""], ""09 97 02"": [""1.2"", ""1.3.3.1""], ""09 97 13.25"": [""1.1"", ""3.8.7""], ""33 01 50.55"": [""1.1"", ""3.2.2"", ""3.2.5"", ""3.7.10"", ""3.7.4"", ""3.7.5"", ""3.7.6.1""]}"
40 CFR 264,"Standards for Owners and Operators of Hazardous Waste Treatment, Storage, and Disposal Facilities",NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.5.2.3.1"", ""3.22.2.5.2"", ""3.7.3.1""], ""02 53 16.13"": [""1.2"", ""3.5.4.3""], ""02 65 00"": [""1.2"", ""1.5.6"", ""3.12.7""], ""02 81 00"": [""1.1"", ""2.1.1"", ""3.3""], ""02 83 00"": [""1.1"", ""3.5.2""], ""02 84 16"": [""1.1"", ""1.4.1""], ""09 97 13.25"": [""1.1"", ""3.8.7""], ""33 01 50.55"": [""1.1"", ""3.2.2"", ""3.2.5"", ""3.7.10"", ""3.7.4"", ""3.7.5"", ""3.7.6.1""]}"
40 CFR 265,"Interim Status Standards for Owners and Operators of Hazardous Waste Treatment, Storage, and Disposal Facilities",NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.5.1.1.5.3.1"", ""1.5.1.1.5.4.1"", ""1.6.5"", ""3.22.1.2"", ""3.22.2.5.2"", ""3.7.3.1""], ""02 65 00"": [""1.2"", ""1.5.6""], ""02 81 00"": [""1.1"", ""3.3"", ""3.3.2""], ""02 83 00"": [""1.1"", ""3.5.2""], ""02 84 16"": [""1.1"", ""1.4.1"", ""1.4.3""], ""09 97 13.25"": [""1.1"", ""3.8.7""], ""33 01 50.55"": [""1.1"", ""3.2.2"", ""3.2.5"", ""3.7.10"", ""3.7.4"", ""3.7.5"", ""3.7.6.1""]}"
40 CFR 266,Standards for the Management of Specific Hazardous Wastes and Specific Types of Hazardous Waste Management Facilities,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.7.3.1""], ""02 65 00"": [""1.2"", ""3.12.4""], ""02 81 00"": [""1.1"", ""3.6""], ""09 97 13.25"": [""1.1"", ""3.8.7""], ""33 01 50.55"": [""1.1"", ""1.5.4"", ""3.2.2"", ""3.2.5"", ""3.7.10"", ""3.7.4"", ""3.7.5"", ""3.7.6.1""]}"
40 CFR 268,Land Disposal Restrictions,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.7.6"", ""3.7.3.1""], ""02 65 00"": [""1.2"", ""3.12.5""], ""02 81 00"": [""1.1"", ""3.2.1"", ""3.3.4"", ""3.3.5""], ""02 83 00"": [""1.1"", ""3.5.2""], ""02 84 16"": [""1.1"", ""1.4.3""], ""09 97 13.25"": [""1.1"", ""3.8.7""]}"
40 CFR 270,EPA Administered Permit Programs:  The Hazardous Waste Permit Program,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""02 81 00"": [""1.1"", ""3.3.2""], ""02 84 16"": [""1.1"", ""1.4.3""]}"
40 CFR 273,Standards for Universal Waste Management,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.2.25""], ""01 74 19"": [""1.1"", ""1.7""], ""02 84 16"": [""1.1"", ""1.3.6"", ""1.4.1"", ""1.4.3"", ""3.4.2"", ""3.4.3"", ""3.5.1""]}"
40 CFR 273.2,Standards for Universal Waste Management - Batteries,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.7.3.4""]}"
40 CFR 273.3,Standards for Universal Waste Management - Pesticides,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.7.3.4""]}"
40 CFR 273.4,Standards for Universal Waste Management - Mercury Containing Equipment,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.7.3.4""]}"
40 CFR 273.5,Standards for Universal Waste Management - Lamps,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.7.3.4""]}"
40 CFR 273.6,Applicability - Aerosol Cans,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.7.3.4""]}"
40 CFR 279,Standards for the Management of Used Oil,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.7.6"", ""3.15.1"", ""3.7.3.3.1.1""], ""02 65 00"": [""1.2"", ""3.12.4"", ""3.2.3""], ""02 81 00"": [""1.1"", ""3.4.3.3""]}"
40 CFR 280,Technical Standards and Corrective Action Requirements for Owners and Operators of Underground Storage Tanks (UST),NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""02 65 00"": [""1.2"", ""1.5.1"", ""1.5.6"", ""3.12.5""], ""33 52 43.11"": [""1.1"", ""3.2""], ""33 57 55"": [""1.2"", ""3.2""]}"
40 CFR 300,National Oil and Hazardous Substances Pollution Contingency Plan,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.7.4.1""], ""02 81 00"": [""1.1"", ""3.3.2"", ""3.9""]}"
40 CFR 300.125,National Oil and Hazardous Substances Pollution Contingency Plan - Notification and Communications,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.7.4.1""]}"
40 CFR 302,"Designation, Reportable Quantities, and Notification",NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.2.35.1"", ""1.7.5""], ""02 62 16.13 10"": [""1.2"", ""3.4.2""], ""02 81 00"": [""1.1"", ""3.8""], ""09 97 02"": [""1.2"", ""1.3.3.6"", ""1.3.3.7""]}"
40 CFR 355,Emergency Planning and Notification,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.7.5"", ""3.21.10"", ""3.7.4.1""], ""09 97 02"": [""1.2"", ""1.3.3.6""]}"
40 CFR 403,General Pretreatment Regulations for Existing and New Sources of Pollution,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.7.6.1.1""]}"
40 CFR 50,National Primary and Secondary Ambient Air Quality Standards,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.5.7.1""], ""44 10 00"": [""1.1"", ""3.3""]}"
40 CFR 50.12,National Primary and Secondary Ambient Air Quality Standards for Lead,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""09 97 02"": [""1.2"", ""1.3.3.5""], ""22 00 70"": [""1.1"", ""3.16.4.2""]}"
40 CFR 50.6,National Primary and Secondary Ambient Air Quality Standards for PM10,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""09 97 02"": [""1.2"", ""1.3.3.4""]}"
40 CFR 58,Ambient Air Quality Surveillance,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""09 97 02"": [""1.2"", ""1.3.3.4"", ""1.3.3.5""]}"
40 CFR 60,Standards of Performance for New Stationary Sources,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.5.2.3.4"", ""1.5.2.3.5"", ""1.7.9.4""], ""09 97 02"": [""1.2"", ""1.3.3.3""], ""11 82 19"": [""1.1"", ""3.5.8""], ""23 51 43.00 20"": [""1.1"", ""2.11"", ""2.12.15"", ""3.4.4"", ""3.4.5""], ""23 51 43.01 20"": [""1.1"", ""2.3"", ""3.7.2.3""], ""23 51 43.02 20"": [""1.1"", ""3.4.3""], ""23 51 43.03 20"": [""1.1"", ""1.2.7"", ""2.4.5""], ""26 32 15"": [""1.1"", ""2.1.2"", ""2.1.2.1"", ""3.10.2""], ""32 17 23.16"": [""1.2"", ""2.2.4.4""], ""40 60 00"": [""1.1"", ""2.4.8.11"", ""2.4.8.12"", ""2.4.8.3"", ""2.4.8.4""], ""44 10 00"": [""1.1"", ""2.14.1"", ""2.14.2"", ""3.5.1""], ""44 13 51"": [""1.2"", ""2.1.1""]}"
40 CFR 60.18,General Control Device and Work Practice Requirements,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""48 16 00"": [""1.1"", ""2.10""]}"
40 CFR 60.752,Standards for Air Emissions from Municipal Solid Waste Landfills,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""48 16 00"": [""1.1"", ""2.5""]}"
40 CFR 61,National Emission Standards for Hazardous Air Pollutants,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""02 41 00"": [""1.1"", ""1.7"", ""1.7.1""], ""02 81 00"": [""1.1"", ""2.1.2"", ""3.4.3.2""]}"
40 CFR 61-SUBPART A,General Provisions,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""02 82 00"": [""1.1"", ""1.3.6""]}"
40 CFR 61-SUBPART M,National Emission Standard for Asbestos,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""02 42 51"": [""1.1"", ""1.4.4""], ""02 82 00"": [""1.1"", ""1.2.16"", ""1.2.22"", ""1.3.5"", ""1.3.6"", ""1.5.3"", ""1.5.4"", ""3.2"", ""3.2.11.1"", ""3.2.11.2"", ""3.2.6"", ""3.2.9.5"", ""3.3.3.1""]}"
40 CFR 61.145,Standard for Demolition and Renovation,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.5.1.1.4""]}"
40 CFR 63,National Emission Standards for Hazardous Air Pollutants for Source Categories,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.5.2.3.4"", ""1.5.2.3.5"", ""1.7.9.4""]}"
40 CFR 64,Compliance Assurance Monitoring,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.5""]}"
40 CFR 68,Chemical Accident Prevention Provisions,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.7.5""]}"
40 CFR 745,Lead-Based Paint Poisoning Prevention in Certain Residential Structures,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.11""], ""02 83 00"": [""1.1"", ""1.2.1"", ""1.2.17"", ""1.5.1.2"", ""1.5.1.5"", ""1.5.2.1"", ""1.5.2.5"", ""3.1.1.1"", ""3.3.1"", ""3.5.1.1""]}"
40 CFR 761,"Polychlorinated Biphenyls (PCBs) Manufacturing, Processing, Distribution in Commerce, and Use Prohibitions",NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""3.12"", ""3.13""], ""02 61 23"": [""1.2"", ""1.5"", ""1.7.1"", ""3.3.4"", ""3.3.5"", ""3.4.1.1.1""], ""02 81 00"": [""1.1"", ""2.1.2"", ""3.4.3.1""], ""02 84 16"": [""1.1"", ""1.3.4"", ""1.4.1"", ""3.1.1"", ""3.2.3"", ""3.2.4"", ""3.4.3"", ""3.5.1"", ""3.5.2"", ""3.5.2.1"", ""3.5.3""], ""02 84 33"": [""1.1"", ""1.2"", ""1.3.2"", ""1.4.3"", ""3.1.7"", ""3.2.2"", ""3.5.3"", ""3.5.4"", ""3.5.5"", ""3.8"", ""3.8.1""]}"
40 CFR 763,Asbestos,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""02 82 00"": [""1.1"", ""1.2.10"", ""1.2.16"", ""1.2.20"", ""1.2.27"", ""1.3.1"", ""1.3.4"", ""1.3.6"", ""1.5.1"", ""3.1.1"", ""3.2.14.4""]}"
40 CFR 770,Formaldehyde Standards for Composite Wood Products,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""06 10 00"": [""1.1"", ""1.11.3.2""], ""06 20 00"": [""1.1"", ""1.7.1.3.2""], ""08 14 00"": [""1.1"", ""1.3.3.1""], ""09 64 66"": [""1.1"", ""1.3.2.2""], ""12 35 70"": [""1.1"", ""1.3.2""]}"
40 CFR 82,Protection of Stratospheric Ozone,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""01 57 19"": [""1.1"", ""1.5.2.2"", ""1.7.9.5"", ""3.5.5""], ""02 41 00"": [""1.1"", ""3.3.5""], ""13 34 23.12 10"": [""1.1"", ""1.2.9.5""], ""23 30 00"": [""1.1"", ""1.4.3""], ""23 52 33.02 20"": [""1.1"", ""1.6.6.6""], ""23 52 33.03 20"": [""1.1"", ""1.5.6.7""], ""23 63 00.00"": [""1.1"", ""1.3.8""], ""23 64 10"": [""1.1"", ""1.3.1""], ""23 69 00.00 20"": [""1.1"", ""1.3.5""], ""23 81 23"": [""1.1"", ""1.5.1""], ""23 81 29"": [""1.2"", ""1.5.1.2""], ""23 81 47"": [""1.1"", ""1.7.10""]}"
41 USC 83,Buy American Act,USC,U.S. Code,ORG282,"{""27 41 00"": [""1.1"", ""2.1""]}"
42 CFR 84,Approval of Respiratory Protective Devices,NARA,U.S. NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,ORG186,"{""02 82 00"": [""1.1"", ""1.3.7.3""], ""09 97 10.00 10"": [""1.2"", ""1.6.7.2""], ""31 21 13"": [""1.2"", ""1.8.3""]}"
42 USC 4321,National Environmental Policy Act,USC,U.S. Code,ORG282,"{""31 23 01"": [""1.3"", ""3.2.11.1""]}"
